worker,language,age,gender,education,occupation,colors,order,qType,cond,scenario,who,whoCorrect,what,whatCorrect,where,whereCorrect,month,monthCorrect,day,dayCorrect,time,timeCorrect,ampm,ampmCorrect,responseTime,comments,mental,physical,temp,success,perf,stress,preference,trust1,trust2,trust3,trust4,trust5,trust6,trust7,trust8,trust9,trust10,trust11,trust12
10ef1f9e89fcca3c34efbc20ace9f3fd--1545345846,Yes,18-29,Female,Ed2,O13,4,NA,trust-post,M,,,,,,,,,,,,,,,,20368,,,,,,,,,1,1,1,1,1,7,7,7,7,7,7,7
10ef1f9e89fcca3c34efbc20ace9f3fd--1545345846,Yes,18-29,Female,Ed2,O13,4,NA,comments,,,,,,,,,,,,,,,,,88210,I would start off with the When. Once you know who operates day or night%2C you can narrow things down. Simply eliminating things as I went along after figuring out when the attack would happen. It was really easy.,,,,,,,,,,,,,,,,,,,
10ef1f9e89fcca3c34efbc20ace9f3fd--1545345846,Yes,18-29,Female,Ed2,O13,4,NA,end,M,,,,,,,,,,,,,,,,21538,,2,1,1,2,13,1,21,,,,,,,,,,,,
10ef1f9e89fcca3c34efbc20ace9f3fd--1545345846,Yes,18-29,Female,Ed2,O13,4,NA,pilot,,,,,,,,,,,,,,,,,9560,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,inst,,,,,,,,,,,,,,,,,47156,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,inst,,,,,,,,,,,,,,,,,8419,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,introTraining,P,,,,,,,,,,,,,,,,3958,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,training,P,,Cube*,True,hotel*,True,Gibbonland*,True,January*,True,1*,True,11:00*,True,PM*,True,35707,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,5280,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,introTraining,M,,,,,,,,,,,,,,,,2180,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,training,M,,Cube,False,military-base*,True,Lemurland*,True,March*,True,1*,True,3:00*,True,AM*,True,38688,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,3092,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,trust-pre,,,,,,,,,,,,,,,,,29229,,,,,,,,,1,1,1,1,1,5,5,5,5,5,5,5
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,introTest,,,,,,,,,,,,,,,,,28235,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,1,testing,P,4,Gray,False,secular-school*,True,Piland,False,September,False,7,False,9:00*,True,AM*,True,960161,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,3852,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,betweenTest,,,,,,,,,,,,,,,,,1316,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,2,testing,P,1,Violet*,True,financial-institution*,True,Psiland*,True,April*,True,5*,True,11:00*,True,AM*,True,571870,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,2048,,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,trust-post,P,,,,,,,,,,,,,,,,20918,,,,,,,,,1,1,1,4,3,4,3,3,4,4,3,4
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,comments,,,,,,,,,,,,,,,,,18662,I did an elimination thing where I took out matching factors.  ,,,,,,,,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,end,P,,,,,,,,,,,,,,,,23331,,20,1,18,7,19,8,21,,,,,,,,,,,,
6a4cacee8141f74a591c2714b97068f0--1545346195,Yes,18-29,Female,Ed3,O1,4,NA,pilot,,,,,,,,,,,,,,,,,21040,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,inst,,,,,,,,,,,,,,,,,34469,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,inst,,,,,,,,,,,,,,,,,15257,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,introTraining,P,,,,,,,,,,,,,,,,4408,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,training,P,,Cube*,True,hotel*,True,Gibbonland*,True,January*,True,1*,True,11:00*,True,PM*,True,43042,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,afterScen,,,,,,,,,,,,,,,,,4400,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,introTraining,M,,,,,,,,,,,,,,,,4407,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,training,M,,Tetrahedron*,True,military-base*,True,Lemurland*,True,March*,True,1*,True,3:00*,True,AM*,True,43346,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,afterScen,,,,,,,,,,,,,,,,,2353,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,trust-pre,,,,,,,,,,,,,,,,,71256,,,,,,,,,1,1,2,3,3,2,4,1,2,2,2,1
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,introTest,,,,,,,,,,,,,,,,,7137,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,1,testing,P,4,Rose,False,military-base,False,Piland,False,January*,True,1*,True,9:00*,True,AM*,True,330352,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,afterScen,,,,,,,,,,,,,,,,,6335,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,betweenTest,,,,,,,,,,,,,,,,,1905,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,2,testing,P,1,Violet*,True,financial-institution*,True,Psiland*,True,April*,True,5*,True,11:00*,True,AM*,True,327410,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,afterScen,,,,,,,,,,,,,,,,,3260,,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,trust-post,P,,,,,,,,,,,,,,,,25530,,,,,,,,,1,1,1,1,2,2,2,1,1,2,1,2
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,comments,,,,,,,,,,,,,,,,,38243,The first one seemed more difficult%2C but the second time around I got them all right simply by process of elimination and looking at all factors.,,,,,,,,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,end,P,,,,,,,,,,,,,,,,30608,,19,1,1,11,17,1,18,,,,,,,,,,,,
f024e515188e2c6879ee9216c3c57f0b--1545347499,Yes,30-49,Female,Ed2,O2,4,NA,pilot,,,,,,,,,,,,,,,,,11102,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,inst,,,,,,,,,,,,,,,,,73944,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,inst,,,,,,,,,,,,,,,,,41734,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,introTraining,P,,,,,,,,,,,,,,,,3385,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,training,P,,Cube*,True,hotel*,True,Gibbonland*,True,January*,True,1*,True,11:00*,True,PM*,True,64407,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,afterScen,,,,,,,,,,,,,,,,,6491,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,introTraining,M,,,,,,,,,,,,,,,,2547,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,training,M,,Tetrahedron*,True,military-base*,True,Lemurland*,True,March*,True,1*,True,3:00*,True,AM*,True,62583,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,afterScen,,,,,,,,,,,,,,,,,3190,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,trust-pre,,,,,,,,,,,,,,,,,28380,,,,,,,,,1,2,2,2,2,7,7,7,7,7,7,4
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,introTest,,,,,,,,,,,,,,,,,10804,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,1,testing,P,4,Gray,False,religious-school,False,Xiland,False,June,False,1*,True,9:00*,True,AM*,True,299990,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,afterScen,,,,,,,,,,,,,,,,,3901,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,betweenTest,,,,,,,,,,,,,,,,,958,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,2,testing,P,1,Purple,False,embassy,False,Psiland*,True,April*,True,4,False,11:00*,True,AM*,True,313045,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,afterScen,,,,,,,,,,,,,,,,,4212,,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,trust-post,P,,,,,,,,,,,,,,,,26497,,,,,,,,,2,2,1,2,2,6,6,7,7,6,6,4
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,comments,,,,,,,,,,,,,,,,,50263,I used the process of elimination to find my answers. I tried to determine who would and wouldn't be responsible and chose what made the most sense to me.,,,,,,,,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,end,P,,,,,,,,,,,,,,,,18649,,19,2,16,17,18,19,21,,,,,,,,,,,,
01c91f83402fdada3377e414372c5c7d--1545347622,Yes,18-29,Male,Ed1,O13,4,NA,pilot,,,,,,,,,,,,,,,,,21861,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,inst,,,,,,,,,,,,,,,,,48755,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,inst,,,,,,,,,,,,,,,,,280098,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,introTraining,P,,,,,,,,,,,,,,,,6542,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,training,P,,Cube*,True,hotel*,True,Gibbonland*,True,December,False,31,False,11:00*,True,PM*,True,59891,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,16727,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,introTraining,M,,,,,,,,,,,,,,,,222646,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,training,M,,Cube,False,military-base*,True,Lemurland*,True,March*,True,1*,True,3:00*,True,PM,False,54270,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,5499,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,trust-pre,,,,,,,,,,,,,,,,,44138,,,,,,,,,2,3,3,4,2,5,5,6,5,5,5,6
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,introTest,,,,,,,,,,,,,,,,,21346,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,1,testing,M,4,Silver*,True,religious-school,False,Omicronland*,True,January*,True,1*,True,9:00*,True,AM*,True,1045830,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,14604,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,betweenTest,,,,,,,,,,,,,,,,,175880,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,2,testing,M,1,Violet*,True,embassy,False,Psiland*,True,March,False,5*,True,11:00*,True,AM*,True,597102,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,afterScen,,,,,,,,,,,,,,,,,6204,,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,trust-post,M,,,,,,,,,,,,,,,,38732,,,,,,,,,2,2,2,3,2,5,6,6,6,5,5,5
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,comments,,,,,,,,,,,,,,,,,44296,I used the dates as a starting point.,,,,,,,,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,end,M,,,,,,,,,,,,,,,,52996,,16,7,6,14,14,7,18,,,,,,,,,,,,
b410936cc702006c84fa2606c12bb50b--1545351724,Yes,18-29,Male,Ed3,O1,4,NA,pilot,,,,,,,,,,,,,,,,,21899,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,inst,,,,,,,,,,,,,,,,,33033,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,inst,,,,,,,,,,,,,,,,,551572,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,introTraining,P,,,,,,,,,,,,,,,,4698,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,training,P,,Cube*,True,hotel*,True,Gibbonland*,True,January*,True,1*,True,11:00*,True,PM*,True,43900,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,afterScen,,,,,,,,,,,,,,,,,4067,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,introTraining,M,,,,,,,,,,,,,,,,9701,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,training,M,,Tetrahedron*,True,military-base*,True,Lemurland*,True,March*,True,1*,True,3:00*,True,PM,False,40301,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,afterScen,,,,,,,,,,,,,,,,,4073,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,trust-pre,,,,,,,,,,,,,,,,,28998,,,,,,,,,2,2,1,1,1,6,6,6,6,6,6,5
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,introTest,,,,,,,,,,,,,,,,,11091,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,1,testing,M,1,Violet*,True,financial-institution*,True,Psiland*,True,April*,True,5*,True,11:00*,True,AM*,True,859443,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,afterScen,,,,,,,,,,,,,,,,,3198,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,betweenTest,,,,,,,,,,,,,,,,,1038414,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,2,testing,M,4,Silver*,True,religious-school,False,Xiland,False,January*,True,1*,True,9:00*,True,AM*,True,641150,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,afterScen,,,,,,,,,,,,,,,,,4686,,,,,,,,,,,,,,,,,,,,
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,trust-post,M,,,,,,,,,,,,,,,,20297,,,,,,,,,2,1,1,1,1,5,5,5,5,5,5,6
fed479618f7f4bf9a487b3f78f768f68--1545353165,No,18-29,Female,Ed3,O9,4,NA,comments,,,,,,,,,,,,,,,,,46441,I tried to cross out things until there were only a few options left.,,,,,,,,,,,,,,,,,,,
