# Results on Thursday December 20 2018 22:44:05 UTC.,,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36,,,,,,,,,,,,
# Design number was non-random = 296,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,other_reason,Architecture,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,Color,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,Language,Yes,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,Age,18-29,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,Gender,Female,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,Education,Ed2,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,Occupation,O13,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,1,0,inst,NULL,_REACTION_TIME_,48125,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,2,0,inst,NULL,_REACTION_TIME_,108468,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,15,0,introTraining.P,NULL,_REACTION_TIME_,1717,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,who,Cube*,Cube group,Cube group,True,train-p.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,what,hotel*,hotel,hotel,True,train-p.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,where,Gibbonland*,Gibbonland,Gibbonland,True,train-p.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,month,January*,January,January,True,train-p.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,day,1*,1,1,True,train-p.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,time,11:00*,11:00,11:00,True,train-p.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,ampm,PM*,PM,PM,True,train-p.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,3,0,training.P,NULL,_REACTION_TIME_,62725,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,5,0,afterScen,NULL,_REACTION_TIME_,4435,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,16,0,introTraining.M,NULL,_REACTION_TIME_,3638,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,who,Tetrahedron*,Tetrahedron group,Tetrahedron group,True,train-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,what,military-base*,military base,military base,True,train-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,where,Lemurland*,Lemurland,Lemurland,True,train-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,month,March*,March,March,True,train-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,day,1*,1,1,True,train-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,time,3:00*,3:00,3:00,True,train-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,ampm,PM,PM,AM,False,train-m.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,4,0,training.M,NULL,_REACTION_TIME_,48401,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,5,0,afterScen,NULL,_REACTION_TIME_,3909,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,1,2,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,2,2,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,3,2,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,4,2,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,5,2,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,6,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,7,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,8,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,9,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,10,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,11,4,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,12,5,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,6,0,trust-pre,NULL,_REACTION_TIME_,24492,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,17,0,introTest,NULL,_REACTION_TIME_,27340,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,who,Silver*,Silver group,Silver group,True,scen4-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,what,religious-school,a religious school,a secular school,False,scen4-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,where,Omicronland*,Omicronland,Omicronland,True,scen4-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,month,January*,January,January,True,scen4-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,day,1*,1,1,True,scen4-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,time,9:00*,9:00,9:00,True,scen4-m.html,False
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,ampm,AM*,AM,AM,True,scen4-m.html,False
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,FormC,9,0,testing,m,_REACTION_TIME_,267935,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,5,0,afterScen,NULL,_REACTION_TIME_,3867,,,,,
1545345846,10ef1f9e89fcca3c34efbc20ace9f3fd,Form,18,0,betweenTest,NULL,_REACTION_TIME_,1837,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,,,,
'# 2. MD5 hash of participant''s IP address.',,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,
# 4. Item number.,,,,,,,,,,,,,
# 5. Element number.,,,,,,,,,,,,,
# 6. Type.,,,,,,,,,,,,,
# 7. Group.,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,
# 10. Field text.,,,,,,,,,,,,,
# 11. Field correct text.,,,,,,,,,,,,,
# 12. Field correct.,,,,,,,,,,,,,
# 13. Html.,,,,,,,,,,,,,
# 14. Timeout.,,,,,,,,,,,,,
